current_path,status,project,subfolder,proposed_target,size_bytes,mtime
/Users/sunniyaremchuk/B&H_IP_Assignment_Agreement.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/B&H_IP_Assignment_Agreement.pdf,2250,1770851304
/Users/sunniyaremchuk/Qualis Transaction list 20250808.pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Qualis Transaction list 20250808.pdf,59830,1767737399
/Users/sunniyaremchuk/directory_harvester/requirements.txt,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/requirements.txt,98,1766329870
/Users/sunniyaremchuk/directory_harvester/README.md,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/README.md,93,1766329870
/Users/sunniyaremchuk/Pictures/Photo Booth Library/Pictures/Photo on 2026-04-17 at 21.29 #2.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Photo on 2026-04-17 at 21.29 #2.jpg,147266,1776482965
/Users/sunniyaremchuk/Pictures/Photo Booth Library/Pictures/Photo on 2026-04-17 at 21.29.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Photo on 2026-04-17 at 21.29.jpg,162842,1776482959
/Users/sunniyaremchuk/Pictures/Photo Booth Library/Pictures/Photo on 2026-04-17 at 19.09.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Photo on 2026-04-17 at 19.09.jpg,370637,1776474568
/Users/sunniyaremchuk/Desktop/organized_contacts.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/organized_contacts.csv,5002508,1780030100
/Users/sunniyaremchuk/Desktop/Export_Contacts_undefined_May_2026_10_54_PM.numbers,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Export_Contacts_undefined_May_2026_10_54_PM.numbers,3713465,1780030192
/Users/sunniyaremchuk/Desktop/organized_contacts.numbers,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/organized_contacts.numbers,8617106,1780030055
/Users/sunniyaremchuk/flip-analyzer/contacts.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/contacts.csv,694892,1780021769
/Users/sunniyaremchuk/flip-analyzer/organized_contacts.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/organized_contacts.csv,5002988,1780024423
/Users/sunniyaremchuk/flip-analyzer/README.md,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/README.md,1157,1773004665
/Users/sunniyaremchuk/flip-analyzer/companies_phones.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/companies_phones.csv,3094364,1780023432
/Users/sunniyaremchuk/flip-analyzer/dist/vite.svg,primary,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/vite.svg,1497,1778621488
/Users/sunniyaremchuk/flip-analyzer/public/vite.svg,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/vite.svg,1497,1773004665
/Users/sunniyaremchuk/flip-analyzer/src/assets/react.svg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/react.svg,4126,1773004666
/Users/sunniyaremchuk/Documents/PRO_600 Drury Street.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/PRO_600 Drury Street.pdf,735935,1766083857
/Users/sunniyaremchuk/Documents/Personal Net Worth Statement_HSFC_2025.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Personal Net Worth Statement_HSFC_2025.pdf,845330,1766096378
/Users/sunniyaremchuk/Documents/24-48 Fee-Invoice status as of 25-09-15 (004) (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/24-48 Fee-Invoice status as of 25-09-15 (004) (1).pdf,51070,1766162834
/Users/sunniyaremchuk/Documents/24-48 Fee-Invoice status as of 25-09-15 (004) (2) (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/24-48 Fee-Invoice status as of 25-09-15 (004) (2) (1).pdf,51070,1766177092
/Users/sunniyaremchuk/Documents/24-48 Fee-Invoice status as of 25-09-15 (3) (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/24-48 Fee-Invoice status as of 25-09-15 (3) (1).pdf,51070,1766177113
/Users/sunniyaremchuk/Documents/Sunrize_Investments_NDA_John_Wade_SIGNED_BOXED.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Sunrize_Investments_NDA_John_Wade_SIGNED_BOXED.pdf,5938,1766258086
/Users/sunniyaremchuk/Documents/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025 (2) (2).pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025 (2) (2).pdf,98490,1766177179
/Users/sunniyaremchuk/Documents/brave_screenshot_mail.google.com.png,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/brave_screenshot_mail.google.com.png,69493,1766177024
/Users/sunniyaremchuk/Documents/6408_106_St_Soft_Costs_Equity_Injected.xlsx,duplicate,6408 106,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/6408 106/6408_106_St_Soft_Costs_Equity_Injected.xlsx,5927,1766186608
/Users/sunniyaremchuk/Documents/First-Shareholder-Resolution.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/First-Shareholder-Resolution.pdf,36204,1766470880
/Users/sunniyaremchuk/Documents/Purchase Contract.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Purchase Contract.pdf,505387,1766005810
/Users/sunniyaremchuk/Documents/First-Director-Resolution.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/First-Director-Resolution.pdf,86932,1766470911
"/Users/sunniyaremchuk/Documents/Land deposit-$25,000-10612 127 ST.pdf",unique,10612 127,,"/Users/sunniyaremchuk/RealEstate_Organized/10612 127/_NeedsReview/Land deposit-$25,000-10612 127 ST.pdf",732902,1766014523
/Users/sunniyaremchuk/Documents/24-48 Fee-Invoice status as of 25-09-15 (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/24-48 Fee-Invoice status as of 25-09-15 (1).pdf,51070,1766162918
/Users/sunniyaremchuk/Documents/Calgary_Builders_List.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Calgary_Builders_List.csv,3791,1766097732
/Users/sunniyaremchuk/Documents/Purchase Contract (10801_10805) (1).pdf,primary,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Purchase Contract (10801_10805) (1).pdf,383165,1766009989
/Users/sunniyaremchuk/Documents/6408_106_St_TRUE_Soft_Costs_Only.xlsx,duplicate,6408 106,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/6408 106/6408_106_St_TRUE_Soft_Costs_Only.xlsx,5696,1766186714
/Users/sunniyaremchuk/Documents/fire_protection_contacts_starter.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/fire_protection_contacts_starter.csv,1618,1766475990
"/Users/sunniyaremchuk/Documents/24-48-Allendale Five-Plex- Progress April 14, 2025.pdf",unique,Allendale,,"/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/24-48-Allendale Five-Plex- Progress April 14, 2025.pdf",6527652,1766017922
/Users/sunniyaremchuk/Documents/Sunrize_Investments_NDA_John_Wade_SIGNED_BOXED (1).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Sunrize_Investments_NDA_John_Wade_SIGNED_BOXED (1).pdf,114297,1766258177
/Users/sunniyaremchuk/Documents/Engagement Letter - 9121 - 152 Street (2).pdf,unique,9121 152,,/Users/sunniyaremchuk/RealEstate_Organized/9121 152/_NeedsReview/Engagement Letter - 9121 - 152 Street (2).pdf,438591,1766183381
/Users/sunniyaremchuk/Documents/24-48 Fee-Invoice status as of 25-09-15 (004).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/24-48 Fee-Invoice status as of 25-09-15 (004).pdf,51070,1766035463
/Users/sunniyaremchuk/Documents/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (1).pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (1).pdf,101918,1766162909
/Users/sunniyaremchuk/Documents/15981 110B Ave Contract.docx.pdf,unique,15981 110B Ave,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/15981 110B Ave/Contracts/15981 110B Ave Contract.docx.pdf,328396,1766512209
/Users/sunniyaremchuk/Documents/Contract_Release_Fee.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Contract_Release_Fee.pdf,173406,1766446518
/Users/sunniyaremchuk/Documents/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025 (1).pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025 (1).pdf,98490,1766162899
/Users/sunniyaremchuk/Documents/Purchase Contract (10801:10805).pdf,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Purchase Contract (10801:10805).pdf,357295,1766007273
/Users/sunniyaremchuk/Documents/Development Decision 564496862-002.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Development Decision 564496862-002.pdf,317491,1766017884
/Users/sunniyaremchuk/Documents/6408_106_St_TRUE_Soft_Costs_Only (1).xlsx,unique,6408 106,,/Users/sunniyaremchuk/RealEstate_Organized/6408 106/_NeedsReview/6408_106_St_TRUE_Soft_Costs_Only (1).xlsx,9927,1766188296
/Users/sunniyaremchuk/Documents/Jasmmine Credit Card .png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Jasmmine Credit Card .png,1188955,1779824741
/Users/sunniyaremchuk/Documents/library_contacts_Upload YYYC Infill .csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/library_contacts_Upload YYYC Infill .csv,34463,1766362100
/Users/sunniyaremchuk/Documents/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (2) (1).pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (2) (1).pdf,101918,1766177101
/Users/sunniyaremchuk/Documents/Engagement Letter - 9121 - 152 Street.pdf,duplicate,9121 152,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/9121 152/Engagement Letter - 9121 - 152 Street.pdf,334676,1766018915
/Users/sunniyaremchuk/Documents/CCDC2 BLANK.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/CCDC2 BLANK.pdf,620827,1766515314
"/Users/sunniyaremchuk/Documents/13799, Sundia Inc, 15981 110B Avenue, Mayfield 9-Unit Multi-Family Complex.pdf",unique,Mayfield,,"/Users/sunniyaremchuk/RealEstate_Organized/Mayfield/_NeedsReview/13799, Sundia Inc, 15981 110B Avenue, Mayfield 9-Unit Multi-Family Complex.pdf",9122110,1766205966
/Users/sunniyaremchuk/Documents/Shareholder-Resolution-Dispensing-with-Auditor.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Shareholder-Resolution-Dispensing-with-Auditor.pdf,34852,1766470889
/Users/sunniyaremchuk/Documents/edmonton_properties_enriched_MASTER.numbers,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/edmonton_properties_enriched_MASTER.numbers,314460,1767899858
/Users/sunniyaremchuk/Documents/Testpitting 600 Drury St (1).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Testpitting 600 Drury St (1).pdf,1003467,1766083861
/Users/sunniyaremchuk/Documents/Contract_Release_Fee (1).pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Contract_Release_Fee (1).pdf,173406,1766446538
/Users/sunniyaremchuk/Documents/15981 110b Ave NW WDV.1 (GARAGE).pdf,unique,15981 110B Ave,,/Users/sunniyaremchuk/RealEstate_Organized/15981 110B Ave/_NeedsReview/15981 110b Ave NW WDV.1 (GARAGE).pdf,525024,1766512341
/Users/sunniyaremchuk/Documents/Building Permit 564496862-028.pdf,unique,,Plans & Permits,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Plans & Permits/Building Permit 564496862-028.pdf,168424,1766017859
/Users/sunniyaremchuk/Documents/Allendale_Soft_Cost 6408 106 St.xlsx,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/Allendale_Soft_Cost 6408 106 St.xlsx,5809,1766018691
/Users/sunniyaremchuk/Documents/Personal_Net_Worth_Statement_HSFC_2025.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Personal_Net_Worth_Statement_HSFC_2025.pdf,484921,1766096514
/Users/sunniyaremchuk/Documents/600 Drury full package.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/600 Drury full package.pdf,1225686,1766083852
/Users/sunniyaremchuk/Documents/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025.pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025.pdf,98490,1766035480
/Users/sunniyaremchuk/Documents/Allendale_Soft_Cost 6408 106 St (1).xlsx,primary,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Soft_Cost 6408 106 St (1).xlsx,5809,1766018881
/Users/sunniyaremchuk/Documents/metro_vancouver_commercial_agents_UPDATED.numbers,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/metro_vancouver_commercial_agents_UPDATED.numbers,352092,1767827362
/Users/sunniyaremchuk/Documents/Allendale_Soft Cost 6408 106 ST.xlsx,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/Allendale_Soft Cost 6408 106 ST.xlsx,5809,1766018690
/Users/sunniyaremchuk/Documents/fire_protection_contacts_global_v1.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/fire_protection_contacts_global_v1.csv,7857,1766476467
/Users/sunniyaremchuk/Documents/Meta_Proforma_Excel.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Meta_Proforma_Excel.xlsx,17227,1765995189
/Users/sunniyaremchuk/Documents/15981 110b Ave NW WDV.3.pdf,unique,15981 110B Ave,,/Users/sunniyaremchuk/RealEstate_Organized/15981 110B Ave/_NeedsReview/15981 110b Ave NW WDV.3.pdf,2440280,1766512320
/Users/sunniyaremchuk/Documents/CCDC2_MAYFIELD_110.pdf,unique,Mayfield 110,,/Users/sunniyaremchuk/RealEstate_Organized/Mayfield 110/_NeedsReview/CCDC2_MAYFIELD_110.pdf,711280,1766512159
/Users/sunniyaremchuk/Documents/image001.png,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/image001.png,22242,1766472248
/Users/sunniyaremchuk/Documents/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (2) (2).pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (2) (2).pdf,101918,1766177265
/Users/sunniyaremchuk/Documents/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (4).pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (4).pdf,101638,1766177254
/Users/sunniyaremchuk/Documents/Complete_with_Docusign_Residential_Real_Esta (1).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Complete_with_Docusign_Residential_Real_Esta (1).pdf,294714,1766009271
/Users/sunniyaremchuk/Documents/Sunrize_Investments_NDA_John_Wade_FINAL.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Sunrize_Investments_NDA_John_Wade_FINAL.pdf,2871,1766256984
/Users/sunniyaremchuk/Documents/24-48 Fee-Invoice status as of 25-09-15.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/24-48 Fee-Invoice status as of 25-09-15.pdf,51070,1766035488
/Users/sunniyaremchuk/Documents/Purchase Contract (10801  10805 revised).pdf,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Purchase Contract (10801  10805 revised).pdf,341060,1766097539
/Users/sunniyaremchuk/Documents/ALLENDALE PRIVATE FINANCING 5 PLEX BUDGET.pdf,unique,Allendale,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Financials/ALLENDALE PRIVATE FINANCING 5 PLEX BUDGET.pdf,62569,1766035455
/Users/sunniyaremchuk/Documents/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025 (2).pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025 (2).pdf,98490,1766176894
"/Users/sunniyaremchuk/Documents/YAREMCHUK, SUNNI 2024.pdf",unique,,,"/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/YAREMCHUK, SUNNI 2024.pdf",9226968,1765533621
/Users/sunniyaremchuk/Documents/Purchase Contract (10801 & 10805) (1).pdf,primary,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Purchase Contract (10801 & 10805) (1).pdf,359676,1766014709
/Users/sunniyaremchuk/Documents/6-Units Allendale Cost Breakdown.xlsx,unique,Allendale,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Financials/6-Units Allendale Cost Breakdown.xlsx,9515,1766184410
/Users/sunniyaremchuk/Documents/E2025-07-CI-003 Allendale Claim 2 24_11_2025.pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-003 Allendale Claim 2 24_11_2025.pdf,101918,1766035492
/Users/sunniyaremchuk/Documents/CCDC Allendale Evara Project 6408 106 St.pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/CCDC Allendale Evara Project 6408 106 St.pdf,618922,1766034898
/Users/sunniyaremchuk/Documents/Purchase Contract (10801_10805).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Purchase Contract (10801_10805).pdf,383165,1766009952
/Users/sunniyaremchuk/Documents/Engagement Letter - 9121 - 152 Street (1).pdf,primary,9121 152,,/Users/sunniyaremchuk/RealEstate_Organized/9121 152/_NeedsReview/Engagement Letter - 9121 - 152 Street (1).pdf,334676,1766035518
/Users/sunniyaremchuk/Documents/Emanation_Investments_Invoice_Landridge.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Emanation_Investments_Invoice_Landridge.pdf,2282,1766183189
/Users/sunniyaremchuk/Documents/alberta_permits_starter.zip,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/alberta_permits_starter.zip,9845,1766277688
/Users/sunniyaremchuk/Documents/24-48 Fee-Invoice status as of 25-09-15 (004) (2) (3).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/24-48 Fee-Invoice status as of 25-09-15 (004) (2) (3).pdf,51070,1766177170
/Users/sunniyaremchuk/Documents/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (2).pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-003 Allendale Claim 2 24_11_2025 (2).pdf,101918,1766176921
/Users/sunniyaremchuk/Documents/Qualis Transaction list 20250808 (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Qualis Transaction list 20250808 (1).pdf,59830,1766162844
/Users/sunniyaremchuk/Documents/Calgary_Builders_List.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Calgary_Builders_List.xlsx,6921,1766097570
/Users/sunniyaremchuk/Documents/24-48 Fee-Invoice status as of 25-09-15 (2).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/24-48 Fee-Invoice status as of 25-09-15 (2).pdf,51070,1766162950
/Users/sunniyaremchuk/Documents/CMHC presentation draft 1-2.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CMHC presentation draft 1-2.pdf,18815556,1766083822
/Users/sunniyaremchuk/Documents/2025 Tax Info .xlsx,unique,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/2025 Tax Info .xlsx,9196,1764956988
/Users/sunniyaremchuk/Documents/Purchase Contract (10801 & 10805).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Purchase Contract (10801 & 10805).pdf,359676,1766010659
/Users/sunniyaremchuk/Documents/Director-Consent.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Director-Consent.pdf,53096,1766470896
