record_type,name,email,phones,company,roles,asset_classes,strategies,markets,notes,sources
email_contact,Development Corp,info@ikonhomes.ca,(647) 247-7146; (780) 420-6868; (780) 975-9065,ikonhomes,Builder; Developer,Land,,Edmonton; Toronto,"siyonahomes.ca"",""2025-09-24T10:17:24-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""v9YR9ZbH4yvyQ9paW1Rt"",""Ikon"",""Homes"",""+16472477146"",""info@ikonhomes.ca"",""2025-09-24T10:17:23-",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Development Group,info@alairhomes.com,(780) 414-1322; (780) 464-3723,alairhomes,Builder; Developer,,,Edmonton,"25-09-24T10:17:46-06:00"",""Jan 06 2026 08:42 AM"",""infill_developer, developer_builders, land_developers, infill_buyers"" ""tteYPjUgt2FSyD8BkD34"",""Alair"",""Homes"",,""info@alairhomes.com"",""2025-09-24T10:17:4",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Developments Ltd,troy@managen.com,(780) 263-4451; (780) 430-7176; (780) 436-3559; (780) 695-1780,managen,Builder; Contractor; Developer,Land,,Edmonton,"559"",,""2025-09-24T10:35:08-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""W0uBMvCjMY9yY9NOGhLi"",""Homes"",""By managen ltd"",""+17804307176"",""troy@managen.com"",""2025-09-24T10:35:04-0",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Dinah Plamondon,dplamondon@alldirtgroup.com,(780) 453-5631; (780) 717-9438; (780) 964-0687,alldirtgroup,Builder; Investor; Lender,Commercial; Land; Multifamily,,Edmonton,"2025-09-24T10:43:50-06:00"",""Jan 05 2026 02:42 PM"",""infill_developer, developer_builders"" ""QlkHaKWNKkfRNnHueUAp"",""Alldritt"",""Group of companies"",""+17804535631"",""dplamondon@alldirtgroup.com"",""2025-09-24",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Admin_ Investors.xlsx | [Drive] Buyers_1742680165---uploaded .xlsx | [Drive] hubspot-crm-exports-all-contacts-2024-06-10.csv | [Drive] hubspot-crm-exports-all-contacts-2024-08-16.csv | land buyers_developers - Uploaded  - Sheet1.csv
email_contact,Drew Fisher,info@urbanpioneer.ca,(780) 454-1844; (780) 699-6866,urbanpioneer,Builder; Developer,Infill,,Edmonton,",""info@jaymanbuilt.com"",""2025-09-24T10:42:40-06:00"",,""infill_developer, developer_builders"" ""RDfmOhL01h2tDy00ubqb"",""Urban"",""Pioneer infill inc"",""+17806996866"",""info@urbanpioneer.ca"",""2025-09-24T10:42:",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Duro Projects,info@castlebuilthomes.ca,(780) 604-7412; (780) 710-3008; (780) 758-7550; (780) 909-5646,castlebuilthomes,Builder; Developer,Commercial; Industrial,,Edmonton,"Ltd,,780-758-7550,voicemail,, Item,,info@duroprojects.com,,Industrial/commercial Developer,,,,,,,Duro Projects,,780-909-5646,,,https://duroprojects.com/ Item,,info@castlebuilthomes.ca,,Home Builder,,,",[Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,,scott.w@effecthomes.ca,(780) 430-1375,effecthomes,Builder; Developer,,,Edmonton,"pringfieldhomes.ca"",""2025-09-24T10:42:56-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""lJgTWksagByQkvw6T3WQ"",""Effect"",""Home builders"",,""scott.w@effecthomes.ca"",""2025-09-24T10:4",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Encore Master,info@oneproperties.com,(780) 430-6918; (780) 472-8362; (780) 716-4944; (780) 907-4941,oneproperties,Builder; Developer,,,Edmonton,"ill_developer"" ""rsRluvlL8ijgFSPlKbue"",""2025-06-27t00:00:00.000z"",,,,""2025-09-24T10:42:58-06:00"",,""infill_developer"" ""fzhvYBVASCkxiWTWBnDq"",""One"",""Properties"",,""info@oneproperties.com"",""2025-09-24T10:4",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Enstyle Homes,edmontontenders@delnor.ca,(780) 278-2778; (780) 479-1967,delnor,Builder,Commercial,,Edmonton,",""2025-09-24T10:42:39-06:00"",""Jan 09 2026 01:29 PM"",""infill_developer, developer_builders, infill_vip_yeg"" ""TVTGkDTQyfdhaNc8CcQt"",""Delnor"",""Construction ltd"",,""edmontontenders@delnor.ca"",""2025-09-24T1",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Equity Built,rgill@equitybuilthomes.ca,(780) 699-0615; (780) 709-0266; (780) 964-0687; (780) 965-3167,equitybuilthomes,Builder; Investor,Commercial; Land,,Edmonton,"lders.com"",""2025-09-24T10:43:53-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""QP8mrWS8xux0ggOOoyJg"",""Ray"",""Built homes"",""+17809653167"",""rgill@equitybuilthomes.ca"",""2025-09-24T1",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Admin_ Investors.xlsx | [Drive] Buyers_1742680165---uploaded .xlsx | land buyers_developers - Uploaded  - Sheet1.csv
email_contact,Equity Built,info@daviesfinehomes.com,(780) 718-9581; (780) 965-3167; (780) 970-3759,daviesfinehomes,Builder; Developer,,,Edmonton,"29-06:00"",""Jan 05 2026 11:42 AM"",""infill_developer, developer_builders, yeg_contractors"" ""Am7o1ZOqGvdcPA6nkEUB"",""Davies"",""& company fine homes"",""+17809703759"",""info@daviesfinehomes.com"",""2025-09-24T10",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,,steven@erickorp.com,(780) 423-1910; (780) 432-2877,erickorp,Builder; Developer,Commercial; Land,,Edmonton,"6:00"",""Nov 02 2025 10:30 AM"",""infill_developer, developer_builders, sellers_multifamily_alberta"" ""nnt8sLLutsVnj994eueG"",""Erickorp"",""Properties"",""+17804322877"",""steven@erickorp.com"",""2025-09-24T10:35:5",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Euro Design,info@faujhomes.com,(780) 488-6834; (780) 665-4963; (780) 901-1008; (780) 984-6666,faujhomes,Builder,,,Edmonton,"nts"",,""info@newgrounddevelopments.ca"",""2025-09-24T10:27:15-06:00"",,""infill_developer, developer_builders"" ""Qpws3tcPSBAAwW5h26nl"",""Fauj"",""Homes"",""+17806654963"",""info@faujhomes.com"",""2025-09-24T10:27:13",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Everfor Studio,brad@liskedevelopments.ca,(780) 782-5253; (780) 996-8667,liskedevelopments,Builder; Developer,,,Edmonton,"ca"",""2025-09-24T10:41:03-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""RRfnDsDiGc860ZaSCdLw"",""Liske"",""Developments ltd"",""+17809968667"",""brad@liskedevelopments.ca"",""2025-09-24T1",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Exclusive Homes,info@urbanagehomes.com,(780) 428-8862; (780) 478-6069; (780) 484-3396; (780) 554-7348; (780) 700-0780; (780) 845-3434; (780) 937-4622; (780) 999-6866,urbanagehomes,Builder,,,Edmonton,"omes:"",,""edmonton@alairhomes.com"",""2025-09-24T10:17:58-06:00"",,""infill_developer, developer_builders"" ""okL3UPtX2vk22lqF0T5s"",""Urbanage"",""Homes"",""+17809996866"",""info@urbanagehomes.com"",""2025-09-24T10:1",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,,info@fcmi.net,(780) 413-8266; (780) 430-0005,fcmi,Builder; Developer,Land,,Edmonton,",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders, yeg_contractors"" ""wwBnVIvJTANIiHvx6c6X"",""Fillmore"",""Construction management inc"",""+17804300005"",""info@fcmi.net"",""2025-09-24T10:38:08-06:0",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Fealty Construction,info@siyonahomes.ca,(780) 297-8889; (780) 430-6775; (780) 758-7550; (780) 935-0101,siyonahomes,Builder,Commercial,,Edmonton,"18@gmail.com"",""2025-09-24T10:17:24-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""CynA3mJ4D0iPHIEpCLpr"",""Siyona"",""Homes"",""+17809350101"",""info@siyonahomes.ca"",""2025-09-24T10:17:2",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Fekete Homes,info@feketedevelopment.com,(780) 424-6910,feketedevelopment,Builder; Lender,Infill,,Edmonton,""",""2025-09-24T10:43:57-06:00"",""Jan 05 2026 02:42 PM"",""infill_developer, developer_builders, land_seller_alberta"" ""wd0VaSlAFf5dOuoZJGzp"",""Fekete"",""Homes ltd."",,""info@feketedevelopment.com"",""2025-09-24T",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Firstview Homes,andrew@homesbymetro.com,(780) 444-4404; (780) 893-3087; (780) 937-5392,homesbymetro,Builder,,,Edmonton,"hed inc."",""+17808009949"",,""2025-09-24T10:40:19-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""7fPeb0Mtd7MhlQUNVoWw"",""Homes"",""By metro"",,""andrew@homesbymetro.com"",""2025-09-24T10:",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Five Star,service@dynastybuilders.ca,(780) 470-2078; (780) 477-3710; (780) 650-2222,dynastybuilders,Builder,,,Edmonton,"7020600"",,""2025-09-24T10:17:16-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""euG3LY0YgV8QDadwGThf"",""Dynasty"",""Builders"",""+17804702078"",""service@dynastybuilders.ca"",""2025-09-24T",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,,sales@fivestarhomes.ca,(780) 650-2222; (780) 695-0245,fivestarhomes,Builder,,,Edmonton,"nhomes.ca"",""2025-09-24T10:17:23-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""Fg4EEY58F9bUbWeAfEaK"",""Five"",""Star homes"",""+17806502222"",""sales@fivestarhomes.ca"",""2025-09-24T10:1",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Footprint Developments,info@konstrux.ca,(780) 487-0012,konstrux,Builder; Developer,Commercial; Single-family,,Edmonton,"r"",""Studio ltd"",""+17807825253"",,""2025-09-24T10:38:54-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""QtPVxdNiPO8b7KWZSAYH"",""Kon-strux"",,,""info@konstrux.ca"",""2025-09-24T10:38:50-0",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Fourcha Group,info@contactrenovations.ca,(780) 441-3508; (780) 455-4446,contactrenovations,Builder; Developer,,,Edmonton,"10:43:59-06:00"",""Jan 05 2026 02:42 PM"",""infill_developer, developer_builders"" ""AQEp2004NhVcwQYZzNxb"",""Contact"",""Renovations & custom homes ltd"",""+17804554446"",""info@contactrenovations.ca"",""2025-09-24T",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Fox Properties,info@helioconstrution.ca,(780) 907-3635; (780) 993-0567,helioconstrution,Builder,,,Edmonton,""",,""2025-09-24T10:32:26-06:00"",""Oct 07 2025 07:30 PM"",""infill_developer, developer_builders"" ""lIIa4JAyosH8VMXKrCxx"",""Helio"",""Construction ltd."",""+17809930567"",""info@helioconstrution.ca"",""2025-09-24T10",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Gauri Homes,doug@prairiecedarhomes.ca,(780) 415-5053; (780) 446-9188; (780) 470-4070; (780) 999-6866,prairiecedarhomes,Builder,,,Edmonton,"ted"",,""info@anthemunited.com"",""2025-09-24T10:17:39-06:00"",,""infill_developer, developer_builders"" ""0D1Z63SdOEvaArArFUH3"",""Lindal"",""Cedar homes"",""+17804155053"",""doug@prairiecedarhomes.ca"",""2025-09-24T1",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,General Contractors,info@veldman.ca,(780) 409-8228; (780) 604-6774,veldman,Builder,,,Edmonton,"ments ltd"",""+17804812626"",,""2025-09-24T10:42:15-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""hzAPQlzbrZW7wwcP5M42"",""Veldman"",""Group"",,""info@veldman.ca"",""2025-09-24T10:42:11-06",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Godfrey Adirika,adirikadevelopmentsinc@gmail.com,(780) 238-4199; (780) 246-6289; (780) 446-9188; (780) 684-6642; (780) 938-7343; (780) 965-3167; (780) 966-2172,,Builder; Investor,Infill; Land; Multifamily,New development,Edmonton,"1HDB"",""Meadow"",""Kenney"",,""meadow@aicrecommercial.com"",""2025-10-03T15:20:31-06:00"",,""land_developers"" ""tPPLnyLzJK4BrO0jIcz8"",""Godfrey"",""Adirika"",""+17802384199"",""adirikadevelopmentsinc@gmail.com"",""2025-",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Admin_ Investors.xlsx | [Drive] Buyers_1742680165---uploaded .xlsx | [Drive] hubspot-crm-exports-all-contacts-2024-06-10.csv | [Drive] hubspot-crm-exports-all-contacts-2024-08-16.csv | land buyers_developers - Uploaded  - Sheet1.csv
email_contact,Golden Homes,info.goldenhomes@gmail.com,(780) 235-6782; (780) 239-6599; (780) 263-4696; (780) 436-6048; (780) 479-1967; (780) 488-6834; (780) 761-0790,,Builder; Developer,Commercial,,Edmonton,"15"",,""2025-09-24T10:41:42-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""jPUVP3NBkVXfJk0AJIC1"",""Golden"",""Homes edmonton"",""+17802396599"",""info.goldenhomes@gmail.com"",""2025-09-24T",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx | [Drive] Contacts_Builders_1724863459.xlsx
email_contact,Group Co,info@76group.ca,(780) 424-8008; (780) 459-5263; (780) 604-7412; (780) 705-8676; (780) 710-3008,76group,Builder; Developer,Land,,Edmonton,"fo@raygoza.ca"",""2025-09-24T10:17:42-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""zwt3lNfhRS4gtKylAQhS"",""76"",""Group co"",""+17807058676"",""info@76group.ca"",""2025-09-24T10:17:42-06",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_1742680165---uploaded .xlsx | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Group Inc,info@lachconstruction.com,(780) 420-0044; (780) 436-8118; (780) 472-0219; (780) 803-9313,lachconstruction,Builder; Developer,Commercial,,Edmonton,",,""info@sabledevelopments.com"",""2025-09-24T10:36:49-06:00"",,""infill_developer, developer_builders"" ""tiz6woJpEf2zamhWl0U5"",""Lach"",""Construction"",""+17808039313"",""info@lachconstruction.com"",""2025-09-24T1",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,,info@haowenhomes.com,(780) 246-8066; (780) 436-8000; (780) 463-7787,haowenhomes,Builder,Commercial,,Edmonton,"17804370450"",,""2025-09-24T10:27:59-06:00"",""Oct 08 2025 09:31 AM"",""infill_developer, developer_builders"" ""8B1qmIYrZyGx1AZWYh54"",""Haowen"",""Homes"",""+17802468066"",""info@haowenhomes.com"",""2025-09-24T10:27:",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Happy Planet,info@sterlinghomes.com,(780) 446-1103; (780) 802-9119; (780) 804-0459,sterlinghomes,Builder,,,Edmonton,"68022"",""urbanity@shaw.ca"",""2025-09-24T10:17:33-06:00"",""Oct 08 2025 01:30 PM"",""infill_developer, developer_builders"" ""fm8qvbz7jbZ7qJ2AsZXW"",""Sterling"",""Homes"",,""info@sterlinghomes.com"",""2025-09-24T10:1",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,,heyhomesinc@gmail.com,(780) 399-2700; (780) 484-4366; (780) 722-5914,,Builder,,,Edmonton,"@fxhomes.ca"",""2025-09-24T10:42:47-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""wIfVG4D3EvvWpTTzJ7n9"",""Hey"",""Homes inc"",""+17803992700"",""heyhomesinc@gmail.com"",""2025-09-24T10:42",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,High Country,tegan@redbrickinc.ca,(780) 222-7420; (780) 431-5615; (780) 719-6612,redbrickinc,Builder; Developer,,,Edmonton,"25-09-24T10:40:37-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""d8HX6m37Y9eUmCBFyxbs"",""Redbrick"",""Real estate services"",""+17802227420"",""tegan@redbrickinc.ca"",""2025-09-24T10:40:",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Home Builder,info@brookfieldresidential.com,(780) 288-0456; (780) 904-2100; (780) 920-5881,brookfieldresidential,Builder,,,Edmonton,"inc."",,""info@hankewichconstruction.com"",""2025-09-24T10:32:50-06:00"",,""infill_developer, developer_builders"" ""vtBF07rLO4GLA3f6sQPA"",""Brookfield"",""Residential"",,""info@brookfieldresidential.com"",""2025-09",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Home Builders,edmonton@anthemproperties.com,(780) 476-7070; (780) 802-9119; (780) 936-8191,anthemproperties,Builder,,,Edmonton,"n ltd"",""+17806685886"",,""2025-09-24T10:17:32-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""JzGN6sw8C9lYYb9pduRs"",""Anthem"",""Properties"",,""edmonton@anthemproperties.com"",""2025-09-",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Homes Inc,truedgedevelopments@gmail.com,(780) 461-9987; (780) 993-9787,,Builder; Developer,,,Edmonton,".logan@sanbrix.ca"",""2025-09-24T10:17:57-06:00"",""Jan 06 2026 08:42 AM"",""infill_developer, developer_builders"" ""oNla0vMqKEGhuNmonxrB"",""Tru"",""Edge developments"",,""truedgedevelopments@gmail.com"",""2025-09-",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Homes Ltd,info@h2homes.ca,(780) 217-2442; (780) 484-3396; (780) 916-4316; (780) 962-1046,h2homes,Builder,,,Edmonton,""",""+17804318800"",,""2025-09-24T10:43:15-06:00"",""Jan 05 2026 02:42 PM"",""infill_developer, developer_builders"" ""EhkFxbWzdrGdwRFsZPvV"",""H2"",""Homes"",""+17809164316"",""info@h2homes.ca"",""2025-09-24T10:43:15-06",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
